CVE ID,Vulnerability Type(s),Score
CVE-2018-13691,Overflow,5.0
CVE-2018-13690,Overflow,5.0
CVE-2018-13689,Overflow,5.0
CVE-2018-13688,Overflow,5.0
CVE-2018-13687,Overflow,5.0
CVE-2018-13686,Overflow,5.0
CVE-2018-13685,Overflow,5.0
CVE-2018-13684,Overflow,5.0
CVE-2018-13683,Overflow,5.0
CVE-2018-13682,Overflow,5.0
CVE-2018-13681,Overflow,5.0
CVE-2018-13680,Overflow,5.0
CVE-2018-13679,Overflow,5.0
CVE-2018-13678,Overflow,5.0
CVE-2018-13677,Overflow,5.0
CVE-2018-13676,Overflow,5.0
CVE-2018-13675,Overflow,5.0
CVE-2018-13674,Overflow,5.0
CVE-2018-13673,Overflow,5.0
CVE-2018-13672,Overflow,5.0
CVE-2018-13671,Overflow,5.0
CVE-2018-13670,Overflow,5.0
CVE-2018-13669,Overflow,5.0
CVE-2018-13668,Overflow,5.0
CVE-2018-13667,Overflow,5.0
CVE-2018-13666,Overflow,5.0
CVE-2018-13665,Overflow,5.0
CVE-2018-13664,Overflow,5.0
CVE-2018-13663,Overflow,5.0
CVE-2018-13662,Overflow,5.0
CVE-2018-13661,Overflow,5.0
CVE-2018-13660,Overflow,5.0
CVE-2018-13659,Overflow,5.0
CVE-2018-13658,Overflow,5.0
CVE-2018-13657,Overflow,5.0
CVE-2018-13656,Overflow,5.0
CVE-2018-13655,Overflow,5.0
CVE-2018-13654,Overflow,5.0
CVE-2018-13653,Overflow,5.0
CVE-2018-13652,Overflow,5.0
CVE-2018-13651,Overflow,5.0
CVE-2018-13650,Overflow,5.0
CVE-2018-13649,Overflow,5.0
CVE-2018-13648,Overflow,5.0
CVE-2018-13647,Overflow,5.0
CVE-2018-13646,Overflow,5.0
CVE-2018-13645,Overflow,5.0
CVE-2018-13644,Overflow,5.0
CVE-2018-13643,Overflow,5.0
CVE-2018-13642,Overflow,5.0
CVE-2018-13641,Overflow,5.0
CVE-2018-13640,Overflow,5.0
CVE-2018-13639,Overflow,5.0
CVE-2018-13638,Overflow,5.0
CVE-2018-13637,Overflow,5.0
CVE-2018-13636,Overflow,5.0
CVE-2018-13635,Overflow,5.0
CVE-2018-13634,Overflow,5.0
CVE-2018-13633,Overflow,5.0
CVE-2018-13632,Overflow,5.0
CVE-2018-13631,Overflow,5.0
CVE-2018-13630,Overflow,5.0
CVE-2018-13629,Overflow,5.0
CVE-2018-13628,Overflow,5.0
CVE-2018-13627,Overflow,5.0
CVE-2018-13626,Overflow,5.0
CVE-2018-13625,Overflow,5.0
CVE-2018-13624,Overflow,5.0
CVE-2018-13623,Overflow,5.0
CVE-2018-13622,Overflow,5.0
CVE-2018-13621,Overflow,5.0
CVE-2018-13620,Overflow,5.0
CVE-2018-13619,Overflow,5.0
CVE-2018-13618,Overflow,5.0
CVE-2018-13617,Overflow,5.0
CVE-2018-13616,Overflow,5.0
CVE-2018-13615,Overflow,5.0
CVE-2018-13614,Overflow,5.0
CVE-2018-13613,Overflow,5.0
CVE-2018-13612,Overflow,5.0
CVE-2018-13611,Overflow,5.0
CVE-2018-13610,Overflow,5.0
CVE-2018-13609,Overflow,5.0
CVE-2018-13608,Overflow,5.0
CVE-2018-13607,Overflow,5.0
CVE-2018-13606,Overflow,5.0
CVE-2018-13605,Overflow,5.0
CVE-2018-13604,Overflow,5.0
CVE-2018-13603,Overflow,5.0
CVE-2018-13602,Overflow,5.0
CVE-2018-13601,Overflow,5.0
CVE-2018-13600,Overflow,5.0
CVE-2018-13599,Overflow,5.0
CVE-2018-13598,Overflow,5.0
CVE-2018-13597,Overflow,5.0
CVE-2018-13596,Overflow,5.0
CVE-2018-13595,Overflow,5.0
CVE-2018-13594,Overflow,5.0
CVE-2018-13593,Overflow,5.0
CVE-2018-13592,Overflow,5.0
CVE-2018-13591,Overflow,5.0
CVE-2018-13590,Overflow,5.0
CVE-2018-13589,Overflow,5.0
CVE-2018-13588,Overflow,5.0
CVE-2018-13587,Overflow,5.0
CVE-2018-13586,Overflow,5.0
CVE-2018-13585,Overflow,5.0
CVE-2018-13584,Overflow,5.0
CVE-2018-13583,Overflow,5.0
CVE-2018-13582,Overflow,5.0
CVE-2018-13581,Overflow,5.0
CVE-2018-13580,Overflow,5.0
CVE-2018-13579,Overflow,5.0
CVE-2018-13578,Overflow,5.0
CVE-2018-13577,Overflow,5.0
CVE-2018-13576,Overflow,5.0
CVE-2018-13575,Overflow,5.0
CVE-2018-13574,Overflow,5.0
CVE-2018-13573,Overflow,5.0
CVE-2018-13572,Overflow,5.0
CVE-2018-13571,Overflow,5.0
CVE-2018-13570,Overflow,5.0
CVE-2018-13569,Overflow,5.0
CVE-2018-13568,Overflow,5.0
CVE-2018-13567,Overflow,5.0
CVE-2018-13566,Overflow,5.0
CVE-2018-13565,Overflow,5.0
CVE-2018-13564,Overflow,5.0
CVE-2018-13563,Overflow,5.0
CVE-2018-13562,Overflow,5.0
CVE-2018-13561,Overflow,5.0
CVE-2018-13560,Overflow,5.0
CVE-2018-13559,Overflow,5.0
CVE-2018-13558,Overflow,5.0
CVE-2018-13557,Overflow,5.0
CVE-2018-13556,Overflow,5.0
CVE-2018-13555,Overflow,5.0
CVE-2018-13554,Overflow,5.0
CVE-2018-13553,Overflow,5.0
CVE-2018-13552,Overflow,5.0
CVE-2018-13551,Overflow,5.0
CVE-2018-13550,Overflow,5.0
CVE-2018-13549,Overflow,5.0
CVE-2018-13548,Overflow,5.0
CVE-2018-13547,Overflow,5.0
CVE-2018-13546,Overflow,5.0
CVE-2018-13545,Overflow,5.0
CVE-2018-13544,Overflow,5.0
CVE-2018-13543,Overflow,5.0
CVE-2018-13542,Overflow,5.0
CVE-2018-13541,Overflow,5.0
CVE-2018-13540,Overflow,5.0
CVE-2018-13539,Overflow XSS,5.0
CVE-2018-13538,Overflow,5.0
CVE-2018-13537,Overflow,5.0
CVE-2018-13536,Overflow,5.0
CVE-2018-13535,Overflow,5.0
CVE-2018-13534,Overflow,5.0
CVE-2018-13533,Overflow,5.0
CVE-2018-13532,Overflow,5.0
CVE-2018-13531,Overflow,5.0
CVE-2018-13530,Overflow,5.0
CVE-2018-13529,Overflow,5.0
CVE-2018-13528,Overflow,5.0
CVE-2018-13527,Overflow,5.0
CVE-2018-13526,Overflow,5.0
CVE-2018-13525,Overflow,5.0
CVE-2018-13524,Overflow,5.0
CVE-2018-13523,Overflow,5.0
CVE-2018-13522,Overflow,5.0
CVE-2018-13521,Overflow,5.0
CVE-2018-13520,Overflow,5.0
CVE-2018-13519,Overflow,5.0
CVE-2018-13518,Overflow,5.0
CVE-2018-13517,Overflow,5.0
CVE-2018-13516,Overflow,5.0
CVE-2018-13515,Overflow,5.0
CVE-2018-13514,Overflow,5.0
CVE-2018-13513,Overflow,5.0
CVE-2018-13512,Overflow,5.0
CVE-2018-13511,Overflow,5.0
CVE-2018-13510,Overflow,5.0
CVE-2018-13509,Overflow,5.0
CVE-2018-13508,Overflow,5.0
CVE-2018-13507,Overflow,5.0
CVE-2018-13506,Overflow,5.0
CVE-2018-13505,Overflow,5.0
CVE-2018-13504,Overflow,5.0
CVE-2018-13503,Overflow,5.0
CVE-2018-13502,Overflow,5.0
CVE-2018-13501,Overflow,5.0
CVE-2018-13500,Overflow,5.0
CVE-2018-13499,Overflow,5.0
CVE-2018-13498,Overflow,5.0
CVE-2018-13497,Overflow,5.0
CVE-2018-13496,Overflow,5.0
CVE-2018-13495,Overflow,5.0
CVE-2018-13494,Overflow,5.0
CVE-2018-13493,Overflow,5.0
CVE-2018-13492,Overflow,5.0
CVE-2018-13491,Overflow,5.0
CVE-2018-13490,Overflow,5.0
CVE-2018-13489,Overflow,5.0
CVE-2018-13488,Overflow,5.0
CVE-2018-13487,Overflow,5.0
CVE-2018-13486,Overflow,5.0
CVE-2018-13485,Overflow,5.0
CVE-2018-13484,Overflow,5.0
CVE-2018-13483,Overflow,5.0
CVE-2018-13482,Overflow,5.0
CVE-2018-13481,Overflow,5.0
CVE-2018-13480,Overflow,5.0
CVE-2018-13479,Overflow,5.0
CVE-2018-13478,Overflow,5.0
CVE-2018-13477,Overflow,5.0
CVE-2018-13476,Overflow,5.0
CVE-2018-13475,Overflow,5.0
CVE-2018-13474,Overflow,5.0
CVE-2018-13473,Overflow,5.0
CVE-2018-13472,Overflow,5.0
CVE-2018-13471,Overflow,5.0
CVE-2018-13470,Overflow,5.0
CVE-2018-13469,Overflow,5.0
CVE-2018-13468,Overflow,5.0
CVE-2018-13467,Overflow,5.0
CVE-2018-13466,Overflow,5.0
CVE-2018-13465,Overflow,5.0
CVE-2018-13464,Overflow,5.0
CVE-2018-13463,Overflow,5.0
CVE-2018-13462,Overflow,5.0
CVE-2018-13458,,4.3
CVE-2018-13457,,4.3
CVE-2018-13450,Exec Code Sql,7.5
CVE-2018-13449,Exec Code Sql,7.5
CVE-2018-13448,Exec Code Sql,7.5
CVE-2018-13447,Exec Code Sql,7.5
CVE-2018-13446,Bypass,4.4
CVE-2018-13445,CSRF,6.8
CVE-2018-13444,CSRF,6.8
CVE-2018-13441,,2.1
CVE-2018-13440,DoS,4.3
CVE-2018-13439,,5.0
CVE-2018-13435,Bypass,4.4
CVE-2018-13434,Bypass,4.4
CVE-2018-13433,XSS,4.3
CVE-2018-13423,XSS,4.3
CVE-2018-13422,XSS,4.3
CVE-2018-13421,,7.5
CVE-2018-13420,,5.0
CVE-2018-13419,,4.3
CVE-2018-13418,Exec Code,9.0
CVE-2018-13417,Exec Code,7.5
CVE-2018-13416,Exec Code,7.5
CVE-2018-13415,Exec Code,7.5
CVE-2018-13412,,7.2
CVE-2018-13411,,9.0
CVE-2018-13410,DoS Exec Code,7.5
CVE-2018-13409,#NAME?,4.3
CVE-2018-13408,#NAME?,4.3
CVE-2018-13407,CSRF,5.5
CVE-2018-13406,Overflow,7.2
CVE-2018-13405,,4.6
CVE-2018-13402,CSRF,5.8
CVE-2018-13401,CSRF,5.8
CVE-2018-13400,,6.5
CVE-2018-13399,,4.6
CVE-2018-13398,CSRF,4.3
CVE-2018-13397,Exec Code,9.0
CVE-2018-13396,Exec Code,9.0
CVE-2018-13395,XSS,4.3
CVE-2018-13394,CSRF,4.3
CVE-2018-13393,CSRF,4.3
CVE-2018-13392,XSS,4.3
CVE-2018-13391,#NAME?,5.0
CVE-2018-13390,,4.8
CVE-2018-13389,,4.3
CVE-2018-13388,XSS,3.5
CVE-2018-13387,XSS,4.3
CVE-2018-13386,Exec Code,6.8
CVE-2018-13385,Exec Code,7.5
CVE-2018-13376,,5.0
CVE-2018-13361,,5.0
CVE-2018-13360,XSS,4.3
CVE-2018-13359,XSS,6.8
CVE-2018-13358,Exec Code,9.0
CVE-2018-13357,XSS,3.5
CVE-2018-13356,,9.0
CVE-2018-13355,,4.0
CVE-2018-13354,Exec Code,10.0
CVE-2018-13353,Exec Code,9.0
CVE-2018-13352,#NAME?,5.0
CVE-2018-13351,XSS,3.5
CVE-2018-13350,Sql,7.5
CVE-2018-13349,XSS,4.3
CVE-2018-13348,,5.0
CVE-2018-13347,,7.5
CVE-2018-13346,,5.0
CVE-2018-13342,,7.5
CVE-2018-13341,,4.0
CVE-2018-13340,CSRF,6.8
CVE-2018-13339,XSS,4.3
CVE-2018-13338,Exec Code,10.0
CVE-2018-13337,,5.8
CVE-2018-13336,Exec Code,10.0
CVE-2018-13335,XSS,3.5
CVE-2018-13334,XSS,4.3
CVE-2018-13333,XSS,4.3
CVE-2018-13332,Dir. Trav.,5.0
CVE-2018-13331,XSS,4.3
CVE-2018-13330,Exec Code,9.0
CVE-2018-13329,XSS,4.3
CVE-2018-13328,Overflow,5.0
CVE-2018-13327,Overflow,5.0
CVE-2018-13326,Overflow,5.0
CVE-2018-13325,Overflow,5.0
CVE-2018-13324,Bypass,7.5
CVE-2018-13323,XSS,4.3
CVE-2018-13322,Dir. Trav.,4.0
CVE-2018-13321,,6.5
CVE-2018-13320,Exec Code,6.5
CVE-2018-13319,#NAME?,5.0
CVE-2018-13318,Exec Code,6.5
CVE-2018-13317,XSS,4.3
CVE-2018-13316,Exec Code,10.0
CVE-2018-13315,,5.0
CVE-2018-13314,Exec Code,10.0
CVE-2018-13312,XSS,4.3
CVE-2018-13311,Exec Code,10.0
CVE-2018-13310,XSS,4.3
CVE-2018-13309,XSS,4.3
CVE-2018-13308,XSS,4.3
CVE-2018-13307,Exec Code,10.0
CVE-2018-13306,Exec Code,10.0
CVE-2018-13305,DoS,5.8
CVE-2018-13304,DoS,4.3
CVE-2018-13303,DoS,4.3
CVE-2018-13302,DoS,6.8
CVE-2018-13301,DoS,4.3
CVE-2018-13300,DoS,5.8
CVE-2018-13282,,6.8
CVE-2018-13281,#NAME?,4.0
CVE-2018-13280,,4.3
CVE-2018-13259,,7.5
CVE-2018-13258,#NAME?,5.0
CVE-2018-13256,XSS,4.3
CVE-2018-13252,XSS,4.3
CVE-2018-13251,,4.3
CVE-2018-13250,DoS,4.3
CVE-2018-13233,Overflow,5.0
CVE-2018-13232,Overflow,5.0
CVE-2018-13231,Overflow,5.0
CVE-2018-13230,Overflow,5.0
CVE-2018-13229,Overflow,5.0
CVE-2018-13228,Overflow,5.0
CVE-2018-13227,Overflow,5.0
CVE-2018-13226,Overflow,5.0
CVE-2018-13225,Overflow,5.0
CVE-2018-13224,Overflow,5.0
CVE-2018-13223,Overflow,5.0
CVE-2018-13222,Overflow,5.0
CVE-2018-13221,Overflow,5.0
CVE-2018-13220,Overflow,5.0
CVE-2018-13219,Overflow,5.0
CVE-2018-13218,Overflow,5.0
CVE-2018-13217,Overflow,5.0
CVE-2018-13216,Overflow,5.0
CVE-2018-13215,Overflow,5.0
CVE-2018-13214,Overflow,5.0
CVE-2018-13213,Overflow,5.0
CVE-2018-13212,Overflow,5.0
CVE-2018-13211,Overflow,5.0
CVE-2018-13210,Overflow,5.0
CVE-2018-13209,Overflow,5.0
CVE-2018-13208,Overflow,5.0
CVE-2018-13207,Overflow,5.0
CVE-2018-13206,Overflow,5.0
CVE-2018-13205,Overflow,5.0
CVE-2018-13204,Overflow,5.0
CVE-2018-13203,Overflow,5.0
CVE-2018-13202,Overflow,5.0
CVE-2018-13201,Overflow,5.0
CVE-2018-13200,Overflow,5.0
CVE-2018-13199,Overflow,5.0
CVE-2018-13198,Overflow,5.0
CVE-2018-13197,Overflow,5.0
CVE-2018-13196,Overflow,5.0
CVE-2018-13195,Overflow,5.0
CVE-2018-13194,Overflow,5.0
CVE-2018-13193,Overflow,5.0
CVE-2018-13192,Overflow,5.0
CVE-2018-13191,Overflow,5.0
CVE-2018-13190,Overflow,5.0
CVE-2018-13189,Overflow,5.0
CVE-2018-13188,Overflow,5.0
CVE-2018-13187,Overflow,5.0
CVE-2018-13186,Overflow,5.0
CVE-2018-13185,Overflow,5.0
CVE-2018-13184,Overflow,5.0
CVE-2018-13183,Overflow,5.0
CVE-2018-13182,Overflow,5.0
CVE-2018-13181,Overflow,5.0
CVE-2018-13180,Overflow,5.0
CVE-2018-13179,Overflow,5.0
CVE-2018-13178,Overflow,5.0
CVE-2018-13177,Overflow,5.0
CVE-2018-13176,Overflow,5.0
CVE-2018-13175,Overflow,5.0
CVE-2018-13174,Overflow,5.0
CVE-2018-13173,Overflow,5.0
CVE-2018-13172,Overflow,5.0
CVE-2018-13171,Overflow,5.0
CVE-2018-13170,Overflow,5.0
CVE-2018-13169,Overflow,5.0
CVE-2018-13168,Overflow,5.0
CVE-2018-13167,Overflow,5.0
CVE-2018-13166,Overflow,5.0
CVE-2018-13165,Overflow,5.0
CVE-2018-13164,Overflow,5.0
CVE-2018-13163,Overflow,5.0
CVE-2018-13162,Overflow,5.0
CVE-2018-13161,Overflow,5.0
CVE-2018-13160,Overflow,5.0
CVE-2018-13159,Overflow,5.0
CVE-2018-13158,Overflow,5.0
CVE-2018-13157,Overflow,5.0
CVE-2018-13156,Overflow,5.0
CVE-2018-13155,Overflow,5.0
CVE-2018-13153,,4.3
CVE-2018-13146,Overflow,5.0
CVE-2018-13145,Overflow,5.0
CVE-2018-13144,Overflow,5.0
CVE-2018-13140,Exec Code,9.3
CVE-2018-13139,DoS Overflow,6.8
CVE-2018-13136,XSS,4.3
CVE-2018-13134,XSS,4.3
CVE-2018-13133,,4.6
CVE-2018-13132,Overflow,5.0
CVE-2018-13131,Overflow,5.0
CVE-2018-13130,Overflow,5.0
CVE-2018-13129,Overflow,5.0
CVE-2018-13128,Overflow,5.0
CVE-2018-13127,Overflow,5.0
CVE-2018-13126,Overflow,5.0
CVE-2018-13123,#NAME?,5.0
CVE-2018-13122,,5.5
CVE-2018-13121,DoS Overflow,4.3
CVE-2018-13116,Sql,7.5
CVE-2018-13115,,6.4
CVE-2018-13114,Exec Code,7.5
CVE-2018-13113,Overflow,5.0
CVE-2018-13112,DoS,5.0
CVE-2018-13111,DoS,4.3
CVE-2018-13110,#NAME?,8.5
CVE-2018-13109,Bypass,5.0
CVE-2018-13108,,7.2
CVE-2018-13106,XSS,3.5
CVE-2018-13102,,6.8
CVE-2018-13101,,10.0
CVE-2018-13100,,4.3
CVE-2018-13099,DoS,4.3
CVE-2018-13098,DoS,4.3
CVE-2018-13097,DoS,4.3
CVE-2018-13096,DoS,4.3
CVE-2018-13095,DoS Mem. Corr.,4.3
CVE-2018-13094,,4.3
CVE-2018-13093,,4.3
CVE-2018-13092,Overflow,5.0
CVE-2018-13091,Overflow,5.0
CVE-2018-13090,Overflow,5.0
CVE-2018-13089,Overflow,5.0
CVE-2018-13088,Overflow,5.0
CVE-2018-13087,Overflow,5.0
CVE-2018-13086,Overflow,5.0
CVE-2018-13085,Overflow,5.0
CVE-2018-13084,Overflow,5.0
CVE-2018-13083,Overflow,5.0
CVE-2018-13082,Overflow,5.0
CVE-2018-13081,Overflow,5.0
CVE-2018-13080,Overflow,5.0
CVE-2018-13079,Overflow,5.0
CVE-2018-13078,Overflow,5.0
CVE-2018-13077,Overflow,5.0
CVE-2018-13076,Overflow,5.0
CVE-2018-13075,Overflow,5.0
CVE-2018-13074,Overflow,5.0
CVE-2018-13073,Overflow,5.0
CVE-2018-13072,Overflow,5.0
CVE-2018-13071,Overflow,5.0
CVE-2018-13070,Overflow,5.0
CVE-2018-13069,Overflow,5.0
CVE-2018-13068,Overflow,5.0
CVE-2018-13067,CSRF,6.8
CVE-2018-13066,DoS,5.0
CVE-2018-13065,XSS,4.3
CVE-2018-13056,,6.4
CVE-2018-13055,XSS,4.3
CVE-2018-13054,,5.8
CVE-2018-13053,Overflow,2.1
CVE-2018-13052,,7.5
CVE-2018-13050,Sql,7.5
CVE-2018-13049,Sql,6.5
CVE-2018-13043,Exec Code,7.5
CVE-2018-13042,DoS,4.3
CVE-2018-13041,Overflow,5.0
CVE-2018-13040,CSRF,6.8
CVE-2018-13039,XSS,4.3
CVE-2018-13038,,7.5
CVE-2018-13037,DoS Overflow,6.8
CVE-2018-13034,Dir. Trav.,5.0
CVE-2018-13033,DoS,4.3
CVE-2018-13032,CSRF,6.8
CVE-2018-13031,CSRF,6.8
CVE-2018-13030,DoS Overflow,6.8
CVE-2018-13026,,7.5
CVE-2018-13025,,5.5
CVE-2018-13024,Exec Code,6.5
CVE-2018-13023,Exec Code,9.0
CVE-2018-13022,XSS,4.3
CVE-2018-13021,Exec Code,9.0
CVE-2018-13014,,2.1
CVE-2018-13013,Exec Code Bypass,4.6
CVE-2018-13012,Exec Code,6.8
CVE-2018-13011,,7.5
CVE-2018-13010,CSRF,6.8
CVE-2018-13009,,7.5
CVE-2018-13008,,7.5
CVE-2018-13007,,7.5
CVE-2018-13006,,7.5
CVE-2018-13005,,7.5
CVE-2018-13003,XSS,4.3
CVE-2018-13002,Exec Code XSS,3.5
CVE-2018-13001,Exec Code XSS,4.3
CVE-2018-13000,Exec Code XSS,3.5
CVE-2018-12999,,6.4
CVE-2018-12998,XSS,4.3
CVE-2018-12997,#NAME?,5.0
CVE-2018-12996,XSS,4.3
CVE-2018-12995,Exec Code,6.5
CVE-2018-12994,Exec Code,6.5
CVE-2018-12993,,5.0
CVE-2018-12992,XSS,3.5
CVE-2018-12990,#NAME?,5.0
CVE-2018-12989,#NAME?,7.2
CVE-2018-12988,,5.0
CVE-2018-12984,Bypass,7.5
CVE-2018-12983,,6.8
CVE-2018-12982,Overflow,4.3
CVE-2018-12981,Exec Code XSS,3.5
CVE-2018-12980,,6.5
CVE-2018-12979,,5.5
CVE-2018-12977,Sql,6.5
CVE-2018-12976,Exec Code Dir. Trav.,7.5
CVE-2018-12975,,5.0
CVE-2018-12973,XSS,4.3
CVE-2018-12972,Exec Code,7.5
CVE-2018-12971,CSRF,5.8
CVE-2018-12959,,5.0
CVE-2018-12944,XSS,4.3
CVE-2018-12943,XSS,4.3
CVE-2018-12942,Sql,9.0
CVE-2018-12941,Exec Code,9.0
CVE-2018-12940,Exec Code,6.5
CVE-2018-12939,Exec Code Dir. Trav.,5.5
CVE-2018-12938,DoS Exec Code,0.0
CVE-2018-12934,,5.0
CVE-2018-12933,DoS,7.5
CVE-2018-12932,DoS Overflow,7.5
CVE-2018-12931,DoS,7.2
CVE-2018-12930,DoS,7.2
CVE-2018-12929,DoS,4.9
CVE-2018-12928,,4.9
CVE-2018-12927,#NAME?,5.0
CVE-2018-12926,#NAME?,5.0
CVE-2018-12925,,10.0
CVE-2018-12924,,10.0
CVE-2018-12923,#NAME?,5.0
CVE-2018-12922,,5.0
CVE-2018-12921,#NAME?,5.0
CVE-2018-12920,#NAME?,5.0
CVE-2018-12919,XSS,4.3
CVE-2018-12918,Overflow,7.5
CVE-2018-12917,,7.5
CVE-2018-12916,Overflow,7.5
CVE-2018-12915,,7.5
CVE-2018-12914,Exec Code Dir. Trav.,7.5
CVE-2018-12913,,5.0
CVE-2018-12912,Sql,6.5
CVE-2018-12911,,7.5
CVE-2018-12910,,7.5
CVE-2018-12909,Dir. Trav.,7.8
CVE-2018-12908,#NAME?,5.0
CVE-2018-12907,#NAME?,5.0
CVE-2018-12905,XSS,4.3
CVE-2018-12904,DoS,4.4
CVE-2018-12903,XSS,3.5
CVE-2018-12902,XSS,4.3
CVE-2018-12901,XSS,4.3
CVE-2018-12900,DoS Overflow,6.8
CVE-2018-12897,Overflow,4.6
CVE-2018-12896,DoS Overflow,2.1
CVE-2018-12895,Exec Code Dir. Trav.,6.5
CVE-2018-12893,DoS,2.1
CVE-2018-12892,#NAME?,6.5
CVE-2018-12891,DoS Bypass,4.9
CVE-2018-12889,Overflow Mem. Corr.,7.5
CVE-2018-12885,,4.3
CVE-2018-12884,,4.0
CVE-2018-12882,,7.5
CVE-2018-12881,Overflow,4.3
CVE-2018-12880,,4.3
CVE-2018-12879,,4.3
CVE-2018-12878,,4.3
CVE-2018-12877,Exec Code,9.3
CVE-2018-12876,Exec Code,9.3
CVE-2018-12875,,4.3
CVE-2018-12874,,4.3
CVE-2018-12873,,4.3
CVE-2018-12872,,4.3
CVE-2018-12871,,4.3
CVE-2018-12870,,4.3
CVE-2018-12869,,4.3
CVE-2018-12868,Exec Code,9.3
CVE-2018-12867,,4.3
CVE-2018-12866,,4.3
CVE-2018-12865,Exec Code,9.3
CVE-2018-12864,Exec Code,9.3
CVE-2018-12863,Exec Code,9.3
CVE-2018-12862,Exec Code,9.3
CVE-2018-12861,Exec Code,9.3
CVE-2018-12860,Exec Code,9.3
CVE-2018-12859,,4.3
CVE-2018-12858,Exec Code,9.3
CVE-2018-12857,,4.3
CVE-2018-12856,,4.3
CVE-2018-12855,Exec Code Overflow,9.3
CVE-2018-12853,Exec Code Overflow,9.3
CVE-2018-12852,Exec Code,9.3
CVE-2018-12851,Exec Code Overflow,9.3
CVE-2018-12850,,5.0
CVE-2018-12849,,5.0
CVE-2018-12848,Exec Code,7.5
CVE-2018-12847,Exec Code Overflow,6.8
CVE-2018-12846,Exec Code Overflow,9.3
CVE-2018-12845,,4.3
CVE-2018-12844,,4.3
CVE-2018-12843,,4.3
CVE-2018-12842,Overflow,4.3
CVE-2018-12841,Exec Code,9.3
CVE-2018-12840,,5.0
CVE-2018-12839,,4.3
CVE-2018-12838,Overflow,4.3
CVE-2018-12837,Exec Code Overflow,9.3
CVE-2018-12836,Exec Code Overflow,9.3
CVE-2018-12835,Exec Code,9.3
CVE-2018-12834,,4.3
CVE-2018-12833,Exec Code Overflow,9.3
CVE-2018-12832,Exec Code Overflow,9.3
CVE-2018-12831,Exec Code,9.3
CVE-2018-12829,,7.5
CVE-2018-12828,,7.5
CVE-2018-12827,,5.0
CVE-2018-12826,,5.0
CVE-2018-12825,Bypass,7.5
CVE-2018-12824,,4.3
CVE-2018-12823,Exec Code Overflow,10.0
CVE-2018-12822,Exec Code,10.0
CVE-2018-12821,,5.0
CVE-2018-12820,,5.0
CVE-2018-12819,,5.0
CVE-2018-12818,,5.0
CVE-2018-12816,,5.0
CVE-2018-12815,Exec Code,10.0
CVE-2018-12814,Exec Code Overflow,10.0
CVE-2018-12813,Exec Code Overflow,10.0
CVE-2018-12812,Exec Code,10.0
CVE-2018-12811,Exec Code Overflow Mem. Corr.,7.5
CVE-2018-12810,Exec Code Overflow Mem. Corr.,7.5
CVE-2018-12809,,5.0
CVE-2018-12808,Exec Code,7.5
CVE-2018-12807,Bypass,5.0
CVE-2018-12806,XSS,4.3
CVE-2018-12805,,7.5
CVE-2018-12804,Bypass,7.5
CVE-2018-12803,,4.3
CVE-2018-12802,Bypass,10.0
CVE-2018-12801,,5.0
CVE-2018-12799,Exec Code,6.8
CVE-2018-12798,Exec Code Overflow,10.0
CVE-2018-12797,Exec Code,9.3
CVE-2018-12796,Exec Code,9.3
CVE-2018-12795,,5.0
CVE-2018-12794,Exec Code,6.8
CVE-2018-12793,Exec Code,4.3
CVE-2018-12792,Exec Code,10.0
CVE-2018-12791,Exec Code,10.0
CVE-2018-12790,,4.3
CVE-2018-12789,,4.3
CVE-2018-12788,Exec Code Overflow,6.8
CVE-2018-12787,Exec Code,10.0
CVE-2018-12786,,5.0
CVE-2018-12785,Exec Code Overflow,7.5
CVE-2018-12784,Exec Code Overflow,7.5
CVE-2018-12783,Exec Code,6.8
CVE-2018-12782,Exec Code,10.0
CVE-2018-12781,,4.3
CVE-2018-12780,,4.3
CVE-2018-12779,,4.3
CVE-2018-12778,,5.0
CVE-2018-12777,,4.3
CVE-2018-12776,Exec Code,6.8
CVE-2018-12775,,5.0
CVE-2018-12774,,4.3
CVE-2018-12773,Exec Code,6.8
CVE-2018-12772,Exec Code,6.8
CVE-2018-12771,Exec Code,6.8
CVE-2018-12770,Exec Code,6.8
CVE-2018-12769,Exec Code,9.3
CVE-2018-12768,,5.0
CVE-2018-12767,,5.0
CVE-2018-12766,,5.0
CVE-2018-12765,,5.0
CVE-2018-12764,,4.3
CVE-2018-12763,,5.0
CVE-2018-12762,,5.0
CVE-2018-12761,,4.3
CVE-2018-12760,Exec Code,10.0
CVE-2018-12759,Exec Code,9.3
CVE-2018-12758,Exec Code,10.0
CVE-2018-12757,,5.0
CVE-2018-12756,Exec Code,10.0
CVE-2018-12755,Exec Code,10.0
CVE-2018-12754,Exec Code,10.0
CVE-2018-12739,CSRF,6.8
CVE-2018-12735,#NAME?,5.0
CVE-2018-12716,#NAME?,3.3
CVE-2018-12714,DoS,10.0
CVE-2018-12713,,6.4
CVE-2018-12712,File Inclusion,6.5
CVE-2018-12711,XSS,4.3
CVE-2018-12710,,2.7
CVE-2018-12706,Overflow,7.5
CVE-2018-12705,XSS,4.3
CVE-2018-12703,,5.0
CVE-2018-12702,,5.0
CVE-2018-12700,,5.0
CVE-2018-12699,DoS Overflow,7.5
CVE-2018-12698,,5.0
CVE-2018-12697,,5.0
CVE-2018-12696,XSS,4.3
CVE-2018-12695,XSS,4.3
